block_timestamp,from_address,to_address,value,Label
2024-08-27 19:27:47.000000 UTC,0x82cd9d14ea80ab17d81df310e8a42bdd9bbebcdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,100,0
2024-08-27 19:27:47.000000 UTC,0xaa573f94bcca0a8083846430ba5120eddbfca055,0x111111125421ca6dc452d289314280a0f8842a65,50,1
2024-08-27 19:27:47.000000 UTC,0x1440ec793ae50fa046b95bfeca5af475b6003f9e,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0xb472bfb31bd0ddb554c9ecfb7625936ea424075e,0xc381ff2c6f007eb2dac3e468fd65760735a02180,2.13378E+16,1
2024-08-27 19:27:47.000000 UTC,0xaf8dc43f9ab42b3c235ee7596471e3b8029ef6e3,0x00b19a5200a100e5fc4c9800772f4d002f218400,0,1
2024-08-27 19:27:47.000000 UTC,0x5dfa24b7c505c977517f8cbe3a84a0b3ede99940,0xb0999731f7c2581844658a9d2ced1be0077b7397,1E+16,1
2024-08-27 19:27:47.000000 UTC,0xf20894d077d50f016082fad29fb3201388145bae,0x8c162e274d7bc5930c484a30639b9ef0f8bf57e4,1E+18,1
2024-08-27 19:27:47.000000 UTC,0xc7640068f0977f4da290e100318985d1dab50e19,0xac3e018457b222d93114458476f3e3416abbe38f,0,1
2024-08-27 19:27:47.000000 UTC,0x23bcbb249409e0f588affd181544da4bd6916b65,0x18c4bf7c470069b9d18b6a5670e457de3983c299,2.03333E+16,1
2024-08-27 19:27:47.000000 UTC,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0,0
2024-08-27 19:27:47.000000 UTC,0xe93685f3bba03016f02bd1828badd6195988d950,0xc02ab410f0734efa3f14628780e6e695156024c2,0,0
2024-08-27 19:27:47.000000 UTC,0xf2846381f4d90334c6ba8e0d98247a5c321cfd94,0x49642110b712c1fd7261bc074105e9e44676c68f,0,1
2024-08-27 19:27:47.000000 UTC,0xb5bda191a9e4c6ee21a64e9e0762690fd6bc89b3,0xcd62ef1c55d3e391fd23aad3bc1c957d7603c932,3.25115E+13,0
2024-08-27 19:27:47.000000 UTC,0xd72cd83afba0dcfeff95d463adcb2b8def6aa623,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0,0
2024-08-27 19:27:47.000000 UTC,0x25bcc14210978b6e31ce2583e0548f3f66494cd1,0x605a18e89a4a90a1dccff7232c1573cf8d64bfe7,6.66E+15,0
2024-08-27 19:27:47.000000 UTC,0xe651e0da71e78e6b7a6b76a2b512ea1f4b6f57f0,0xdb5df380b9e4994c64a0c9c150d8b64e264341aa,1.93141E+14,1
2024-08-27 19:27:47.000000 UTC,0xa1de880e8b802d73cceaa8525d1ad0a7fe9c7577,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0xb8ff877ed78ba520ece21b1de7843a8a57ca47cb,0xa59ba433ac34d2927232918ef5b2eaafcf130ba5,0,0
2024-08-27 19:27:47.000000 UTC,0xc1b634853cb333d3ad8663715b08f41a3aec47cc,0x1c479675ad559dc151f6ec7ed3fbf8cee79582b6,0,0
2024-08-27 19:27:47.000000 UTC,0x500e0a589d2dcc37fcb3f9a0cd84db4feb4d26ab,0x881d40237659c251811cec9c364ef91dc08d300c,1.1E+16,0
2024-08-27 19:27:47.000000 UTC,0xd579af02649a59136576f2c74b6817cb08618c14,0x75ab076a00d76478e5fcc21cfd95113802f06d23,0,0
2024-08-27 19:27:47.000000 UTC,0xf70da97812cb96acdf810712aa562db8dfa3dbef,0x8c99a055f4498671786d2ddbbc4eb36e8f437106,3.00299E+15,0
2024-08-27 19:27:47.000000 UTC,0xe311db83e8aafc505fff246e361f8230c04dbc80,0x676a62d2e90791526b2330e35c3ca8477e89e5bd,3.80108E+17,1
2024-08-27 19:27:47.000000 UTC,0xb667180d0599575a12a7dca6859ef1c6eadb7a20,0x7de524ef0823bcd6622a48876083f2c2b3ed0f2b,4E+15,0
2024-08-27 19:27:47.000000 UTC,0x9d49ad9a9bc046c8cb69ba25f27a7fdcd3307ca6,0x3dc4e22e0847341ebfb834b0c325f97194393e31,0,0
2024-08-27 19:27:47.000000 UTC,0xbb627bb5495250f25ad357798873e47c26cf31b2,0xd42488f89b33360727e99cfd8aa35ab33d9c58d6,0,0
2024-08-27 19:27:47.000000 UTC,0x0a3bc9e67384682bcd7c92730a47dccc73b9a749,0x47611a55257ad6e05c38ca7abb13aa606032fd54,0,1
2024-08-27 19:27:47.000000 UTC,0x6fd6d59848b8a477da760c47a528944582ba2105,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,5.9E+16,0
2024-08-27 19:27:47.000000 UTC,0xd2674da94285660c9b2353131bef2d8211369a4b,0x2409ecbe6eb843258f5476a9bdc4ee8e173b6a2c,2.15416E+17,0
2024-08-27 19:27:47.000000 UTC,0x2b3fed49557bd88f78b898684f82fbb355305dbb,0x4f44ab7f92ab12d9337e36b5609a24800232300f,8.74316E+15,0
2024-08-27 19:27:47.000000 UTC,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0xf4b410a0eee79034331353c166284130a33d8053,0xf3de3c0d654fda23dad170f0f320a92172509127,8.6E+17,0
2024-08-27 19:27:47.000000 UTC,0x1030000b0f5a4e742df6315094146167a30256f5,0x303ea5b3c659550d954bc4f2fd09161633a8b82e,3.85999E+17,0
2024-08-27 19:27:47.000000 UTC,0xa868ff179240f4d00a0fbeaa66aaba2a17bedc94,0xc36442b4a4522e871399cd717abdd847ab11fe88,0,0
2024-08-27 19:27:47.000000 UTC,0x9e2a58d257963a276452fff1be94c0eb7e2775cc,0xdac17f958d2ee523a2206206994597c13d831ec7,0,1
2024-08-27 19:27:47.000000 UTC,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xdac17f958d2ee523a2206206994597c13d831ec7,0,1
2024-08-27 19:27:47.000000 UTC,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x3eb5ecd13e6dd10b072ba504081a0fd3091c0e03,1.93249E+16,0
2024-08-27 19:27:47.000000 UTC,0x935d2e470284fb536227a76a723f96a94efae6a9,0x99a18a0b907499c5c42f4ec63ad22e467cb946ff,1.1657E+14,0
2024-08-27 19:27:47.000000 UTC,0xb8ff877ed78ba520ece21b1de7843a8a57ca47cb,0x8fafae7dd957044088b3d0f67359c327c6200d18,0,0
2024-08-27 19:27:47.000000 UTC,0x6046945c5b5ef5933b8e73a98a6ad7bf3e031df7,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,11393792,0
2024-08-27 19:27:47.000000 UTC,0x3c2d5221780af177e1c4999273a5adee12be1f6c,0x6f435a9421653b27f048957b8ba2092d65a711f9,9E+16,1
2024-08-27 19:27:47.000000 UTC,0x4db1d361a1b7e87af6be48fb928970fbed6c02d9,0x30016bb86e4f9a9f79e52466f0f11fd749e5778b,0,0
2024-08-27 19:27:47.000000 UTC,0x97f65059057e23e992d33ae6726cec2bbd0d1802,0x1a8f43e01b78979eb4ef7febec60f32c9a72f58e,1.2E+16,0
2024-08-27 19:27:47.000000 UTC,0xc41f54e6660ef31870806b3af06e862df89a076a,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,2.2461E+15,0
2024-08-27 19:27:47.000000 UTC,0xbd76920b36e7595ff8bce0d7350ab174b3fbfd81,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,5.9E+16,0
2024-08-27 19:27:47.000000 UTC,0x9ba1fefc5b47e79e51c85fcacd014795e59f9e4d,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,1
2024-08-27 19:27:47.000000 UTC,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0x6d2e03b7effeae98bd302a9f836d0d6ab0002766,2.19629E+16,0
2024-08-27 19:27:47.000000 UTC,0xf389ee6c062928816a0bf825768a68fb407b6190,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,0
2024-08-27 19:27:47.000000 UTC,0x4a088205f0aec92075dbdceeec914270303044dc,0xf05098ee225cc4ff7eeae3e53b01538470c5b594,4.63454E+16,1
2024-08-27 19:27:47.000000 UTC,0x0628ec09dfa77270aa052fa25c1547218eb58935,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4.62E+16,1
2024-08-27 19:27:47.000000 UTC,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x185ab8b0685a0df8a6fe70fdbf96fe802e2cb9ee,1.04991E+16,1
2024-08-27 19:27:47.000000 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x9ed6e53ecaa7a81ad6fc643f41c4ea3bf00cad94,1.59863E+17,1
2024-08-27 19:27:47.000000 UTC,0xd99ac0681b904991169a4f398b9043781adbe0c3,0x5523985926aa12ba58dc5ad00ddca99678d7227e,0,0
2024-08-27 19:27:47.000000 UTC,0x914568aba83a8694660e0b835a585b092247297f,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,0
2024-08-27 19:27:47.000000 UTC,0x8316174a0f13c9aae7f2409a19ebd8ec8c69aaf4,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0,0
2024-08-27 19:27:47.000000 UTC,0x2d953f9e21362b7b38af112456ad55e6ae99f0e5,0xd4419c2d3daa986dc30444fa333a846be44fd1eb,0,0
2024-08-27 19:27:47.000000 UTC,0x564c59ce163fcb2bafd6c5713d43f448ba0207f7,0x253553366da8546fc250f225fe3d25d0c782303b,0,0
2024-08-27 19:27:47.000000 UTC,0x646402d381e7121a0d1144340c6c675fada14985,0x61105871b3b7bb00bc8106268d5ae83434e9c689,4.44225E+16,0
2024-08-27 19:27:47.000000 UTC,0x11bc3d643cc4864cbe8ef60f13eac810909595f6,0x5869c8ef0a200e503bec0847f4ba7a50f9098067,2.5E+16,1
2024-08-27 19:27:47.000000 UTC,0x5ed82129a69932182d74d36a882d4122238f6b54,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,1
2024-08-27 19:27:47.000000 UTC,0x0c5911d57b24fcf1dc8b2608efbae57c7098e32d,0x211e1c4c7f1bf5351ac850ed10fd68cffcf6c21b,0,0
2024-08-27 19:27:47.000000 UTC,0xed3a1c6b1c400ea234dfbfafabb7bec10f374643,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0,0
2024-08-27 19:27:47.000000 UTC,0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,0x65f7ab6cdc88dc76a204b1fd187073078912bb7e,1.52184E+16,0
2024-08-27 19:27:47.000000 UTC,0x98b79589c323ae832d8a3ad9db41e6480468aa62,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,0
2024-08-27 19:27:47.000000 UTC,0xc486742f45556c1e4a568b1fbee0be55397883d6,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,1.20541E+17,0
2024-08-27 19:27:47.000000 UTC,0x5d738fbf1d8940bbe72af847d88c517064de76e7,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0xa7c5cbee1f985d2633a70d8bb70048122611eaf1,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7,0,0
2024-08-27 19:27:47.000000 UTC,0x76ea436e251a3a3b679f214b9132b891feeebf82,0xf944e35f95e819e752f3ccb5faf40957d311e8c5,0,0
2024-08-27 19:27:47.000000 UTC,0x22e7c31af9b1cde88ec86b27da09b0266ae01472,0xb7c688fc53517e5ff8cf4b219aabf07bf83d04a6,4E+16,0
2024-08-27 19:27:47.000000 UTC,0x70005309394f668d32d6327386449cc3e7a524c8,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0,0
2024-08-27 19:27:47.000000 UTC,0xc871beecb3caebeaec9452454aa07182d9c439b0,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,0
2024-08-27 19:27:47.000000 UTC,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0xf88faf4328da73eac4c523b3c98b071bf1f6f535,0x4265f5d6c0cf127d733eefa16d66d0df4b650d53,0,1
2024-08-27 19:27:47.000000 UTC,0x31bc995cd4ccbc7a24ef472d550fb1fcb09f3cb1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,1
2024-08-27 19:27:47.000000 UTC,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xb060b939e5603bc892664ae8843d389d5665eb0b,4.64371E+16,1
2024-08-27 19:27:47.000000 UTC,0x79ce399c0a27ac678cc23dcf3540eabd6b6254b0,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0x7ccbc77319171bcab1e6dbf1bc35b98b35e02170,0x7ff6af85a3f0e1d2867d0c3c3dfac8064c6e1d1a,100000000,0
2024-08-27 19:27:47.000000 UTC,0x0e9e39190df7a2d38872736910cddfa519e419ca,0xa8b9e189f6bb2337756eb2e77e0c9d6db8ff0df9,3.07E+16,0
2024-08-27 19:27:47.000000 UTC,0x75bfe9c001d14c7e9d34e54ba5fdefcacd2ca6fb,0x1a8f43e01b78979eb4ef7febec60f32c9a72f58e,2.71584E+15,0
2024-08-27 19:27:47.000000 UTC,0x9d322ca02fb6ac16a69abc7ac018adfa8e199849,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0,0
2024-08-27 19:27:47.000000 UTC,0x94bf3e48c611c81a28eac84537d247b40c3eb1b7,0x3bc1588f8d987c9ed07b3796aa50ccbf10514326,1724786869,0
2024-08-27 19:27:47.000000 UTC,0xe86803ff730d3f87a4c95a84f54d3abfbc6d2a91,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,1.32685E+18,0
2024-08-27 19:27:47.000000 UTC,0x28c6c06298d514db089934071355e5743bf21d60,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,1.987E+17,0
2024-08-27 19:27:47.000000 UTC,0xc86e66e8d76ef0e59f0746b8a7edc9d8fe75c5ea,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0xe653cbb864574ab2eebdb1445c7e0a128d47da87,0xf0163c18f8d3fc8d5b4ca15e07d0f9f75460335f,2.4E+16,0
2024-08-27 19:27:47.000000 UTC,0xb41345732b8ecf3d138f5106bc5ddf15163975a2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,2E+17,0
2024-08-27 19:27:47.000000 UTC,0xa7a6bfce59cdb3246776ebae1a6d79b70e0812ac,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,1
2024-08-27 19:27:47.000000 UTC,0xd499bee195091b0458f9e5a9e07173fd36ab3b6b,0xa6b71e26c5e0845f74c812102ca7114b6a896ab2,0,1
2024-08-27 19:27:47.000000 UTC,0x88056ee45db175ecf23445152be45bd44f6d5944,0x176391d8f39c45c6345efef73f0ec38a3c27b7d6,6.93E+16,1
2024-08-27 19:27:47.000000 UTC,0x6843f195dd23eebb6e697dc800c42e3ab970d0fa,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0
2024-08-27 19:27:47.000000 UTC,0x315d2ee4fccda0def532ef4108ff57204f8d9eba,0x738e79fbc9010521763944ddf13aad7f61502221,0,0
2024-08-27 19:27:47.000000 UTC,0xaa364c1a348f9517009207a1601e0a73c1cd530b,0x4adb29487430c3b2c4f00326667d297912547c82,2.9993E+14,0
2024-08-27 19:27:47.000000 UTC,0x60ed2726e0131760acea700bc9a87d9b0216cf8f,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,4E+17,0
2024-08-27 19:27:47.000000 UTC,0xf60b2428c1591a6f1f865243e16be5d5bc49cf73,0x4a2fd2fd97a9a1c81e75dcff4575d452c9fa4de0,1.07967E+16,0
2024-08-27 19:27:47.000000 UTC,0x4e69397319c7556338132cad6af94c79f38b90fb,0x6a000f20005980200259b80c5102003040001068,0,0
2024-08-27 19:27:47.000000 UTC,0x142747b93382dd3b3c70253f52ff9bfec73228e7,0xb584d4be1a5470ca1a8778e9b86c81e165204599,1.29183E+13,1
2024-08-27 19:27:47.000000 UTC,0xf70da97812cb96acdf810712aa562db8dfa3dbef,0x8740e373644a253d3348210b3f2215c9de68033b,1.5E+15,1
2024-08-27 19:27:47.000000 UTC,0xefedb7282612262a47635b81d94c828df59720d9,0x784fdebfd4779579b4cc2bac484129d29200412a,4E+14,1
2024-08-27 19:27:47.000000 UTC,0x9454d63ae61e2bca45d8e8b5b8724588ab1f1d07,0x5835a9dceb162d3e4bfa29c81c62b139fbbc981f,1E+17,0
2024-08-27 19:27:47.000000 UTC,0x93793bd1f3e35a0efd098c30e486a860a0ef7551,0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf,20622009,0
